"full.addr.simpl","full.addr","lat","lon","success","dist.centre","neigh.name","neigh.code","optional"
"Lauriergracht 88, Amsterdam, Netherlands","Lauriergracht 88_90, Amsterdam, Netherlands",52.3714731,4.8804836,"OK",732.590309909903,"Jordaan","06",TRUE
"Lauriergracht 89, Amsterdam, Netherlands","Lauriergracht 89, Amsterdam, Netherlands",52.3708406,4.8792518,"OK",832.622937314086,"Jordaan","06",TRUE
"Lauriergracht 91, Amsterdam, Netherlands","Lauriergracht 91, Amsterdam, Netherlands",52.3708224,4.8791933,"OK",837.03305495901,"Jordaan","06",TRUE
"Lauriergracht 93, Amsterdam, Netherlands","Lauriergracht 93, Amsterdam, Netherlands",52.3707806,4.8791518,"OK",841.14227829142,"Jordaan","06",TRUE
"Lauriergracht 95, Amsterdam, Netherlands","Lauriergracht 95, Amsterdam, Netherlands",52.3707646,4.8790916,"OK",845.590999766989,"Jordaan","06",TRUE
"Laurierstraat 168, Amsterdam, Netherlands","Laurierstraat 168_38, Amsterdam, Netherlands",52.3717451,4.8788036,"OK",837.975116391928,"Jordaan","06",TRUE
"Laurierstraat 169, Amsterdam, Netherlands","Laurierstraat 169, Amsterdam, Netherlands",52.3712564,4.8776906,"OK",923.181879287047,"Jordaan","06",TRUE
"Laurierstraat 180, Amsterdam, Netherlands","Laurierstraat 180, Amsterdam, Netherlands",52.3716593,4.8784987,"OK",860.137830578893,"Jordaan","06",TRUE
"Laurierstraat 183, Amsterdam, Netherlands","Laurierstraat 183, Amsterdam, Netherlands",52.371255,4.877586,"OK",930.163786414018,"Jordaan","06",TRUE
"Laurierstraat 185, Amsterdam, Netherlands","Laurierstraat 185, Amsterdam, Netherlands",52.3712612,4.8775162,"OK",934.650027270564,"Jordaan","06",TRUE
"Laurierstraat 187, Amsterdam, Netherlands","Laurierstraat 187, Amsterdam, Netherlands",52.371241,4.8774372,"OK",940.392582531837,"Jordaan","06",TRUE
"Laurierstraat 189, Amsterdam, Netherlands","Laurierstraat 189_191, Amsterdam, Netherlands",52.3712413,4.8773167,"OK",948.393272684166,"Jordaan","06",TRUE
"Laurierstraat 193, Amsterdam, Netherlands","Laurierstraat 193, Amsterdam, Netherlands",52.3712186,4.8772761,"OK",951.644392771038,"Jordaan","06",TRUE
"Laurierstraat 212, Amsterdam, Netherlands","Laurierstraat 212, Amsterdam, Netherlands",52.3714811,4.8778584,"OK",906.748610344941,"Jordaan","06",TRUE
"Laurierstraat 214, Amsterdam, Netherlands","Laurierstraat 214, Amsterdam, Netherlands",52.371477,4.8777916,"OK",911.298349442157,"Jordaan","06",TRUE
"Laurierstraat 216, Amsterdam, Netherlands","Laurierstraat 216, Amsterdam, Netherlands",52.3714371,4.8776828,"OK",919.445594250366,"Jordaan","06",TRUE
"Laurierstraat 218, Amsterdam, Netherlands","Laurierstraat 218, Amsterdam, Netherlands",52.3714324,4.87762,"OK",923.74063311382,"Jordaan","06",TRUE
"Laurierstraat 220, Amsterdam, Netherlands","Laurierstraat 220, Amsterdam, Netherlands",52.3714121,4.877542,"OK",929.399116565644,"Jordaan","06",TRUE
"Layedijk 166, Amsterdam, Netherlands","Layedijk 166, Amsterdam, Netherlands",52.4757984,4.8122389,"OK",12618.9522498249,NA,NA,TRUE
"Lazarussteeg 10, Amsterdam, Netherlands","Lazarussteeg 10_12, Amsterdam, Netherlands",52.3675734,4.9041389,"OK",1090.93168762351,"Nieuwmarkt/Lastage","04",TRUE
"Leeghwaterstraat 10, Amsterdam, Netherlands","Leeghwaterstraat 10, Amsterdam, Netherlands",52.3700351,4.9290824,"OK",2622.28199767247,"Oostelijke Eilanden/Kadijken","09",TRUE
"Leeghwaterstraat 12, Amsterdam, Netherlands","Leeghwaterstraat 12, Amsterdam, Netherlands",52.3700342,4.9291096,"OK",2624.13186463001,"Oostelijke Eilanden/Kadijken","09",TRUE
"Leeghwaterstraat 14, Amsterdam, Netherlands","Leeghwaterstraat 14, Amsterdam, Netherlands",52.3699771,4.9291819,"OK",2629.84763497749,"Oostelijke Eilanden/Kadijken","09",TRUE
"Leeghwaterstraat 8, Amsterdam, Netherlands","Leeghwaterstraat 8, Amsterdam, Netherlands",52.3700521,4.9290533,"OK",2620.07098927345,"Oostelijke Eilanden/Kadijken","09",TRUE
"Leeuwenhoekstraat 5, Amsterdam, Netherlands","Leeuwenhoekstraat 5, Amsterdam, Netherlands",52.3579293,4.9082449,"OK",2060.05481044014,"Weesperzijde","27",TRUE
"Leeuwenstraat 24, Amsterdam, Netherlands","Leeuwenstraat 24, Amsterdam, Netherlands",52.3675734,4.9041389,"OK",1090.93168762351,"Nieuwmarkt/Lastage","04",TRUE
"Leeuwerikstraat 46, Amsterdam, Netherlands","Leeuwerikstraat 46_48, Amsterdam, Netherlands",52.3849494,4.9165054,"OK",2185.7722133545,"IJplein/Vogelbuurt","61",TRUE
"Legmeerplein 1, Amsterdam, Netherlands","Legmeerplein 1_3_5_35_37_37a, Amsterdam, Netherlands",52.353522,4.85155,"OK",3454.43499024675,"Hoofddorppleinbuurt","44",TRUE
"Legmeerstraat 21, Amsterdam, Netherlands","Legmeerstraat 21_33, Amsterdam, Netherlands",52.3541283,4.851569,"OK",3411.26235041684,"Hoofddorppleinbuurt","44",TRUE
"Legmeerstraat 22, Amsterdam, Netherlands","Legmeerstraat 22, Amsterdam, Netherlands",52.3541115,4.851351,"OK",3424.09384500871,"Hoofddorppleinbuurt","44",TRUE
"Legmeerstraat 52, Amsterdam, Netherlands","Legmeerstraat 52_54, Amsterdam, Netherlands",52.3523908,4.8511859,"OK",3554.03294243458,"Hoofddorppleinbuurt","44",TRUE
"Legmeerstraat 54, Amsterdam, Netherlands","Legmeerstraat 54, Amsterdam, Netherlands",52.3523459,4.8511869,"OK",3557.22342642205,"Hoofddorppleinbuurt","44",TRUE
"Legmeerstraat 56, Amsterdam, Netherlands","Legmeerstraat 56, Amsterdam, Netherlands",52.352283,4.8511883,"OK",3561.69997427074,"Hoofddorppleinbuurt","44",TRUE
"Legmeerstraat 58, Amsterdam, Netherlands","Legmeerstraat 58, Amsterdam, Netherlands",52.3522765,4.8511884,"OK",3562.16534959757,"Hoofddorppleinbuurt","44",TRUE
"Legmeerstraat 60, Amsterdam, Netherlands","Legmeerstraat 60_62, Amsterdam, Netherlands",52.3521751,4.8511906,"OK",3569.40327979705,"Hoofddorppleinbuurt","44",TRUE
"Legmeerstraat 64, Amsterdam, Netherlands","Legmeerstraat 64, Amsterdam, Netherlands",52.3520672,4.8511929,"OK",3577.13030171153,"Hoofddorppleinbuurt","44",TRUE
"Legmeerstraat 66, Amsterdam, Netherlands","Legmeerstraat 66, Amsterdam, Netherlands",52.3520043,4.8511942,"OK",3581.64772700943,"Hoofddorppleinbuurt","44",TRUE
"Legmeerstraat 68, Amsterdam, Netherlands","Legmeerstraat 68, Amsterdam, Netherlands",52.3519594,4.8511952,"OK",3584.87358309469,"Hoofddorppleinbuurt","44",TRUE
"Legmeerstraat 70, Amsterdam, Netherlands","Legmeerstraat 70, Amsterdam, Netherlands",52.3518973,4.85113,"OK",3592.7615500045,"Hoofddorppleinbuurt","44",TRUE
"Legmeerstraat 72, Amsterdam, Netherlands","Legmeerstraat 72, Amsterdam, Netherlands",52.3518426,4.8511977,"OK",3593.28929682071,"Hoofddorppleinbuurt","44",TRUE
"Legmeerstraat 74, Amsterdam, Netherlands","Legmeerstraat 74_76, Amsterdam, Netherlands",52.3517619,4.8512159,"OK",3598.2765515022,"Hoofddorppleinbuurt","44",TRUE
"Legmeerstraat 78, Amsterdam, Netherlands","Legmeerstraat 78, Amsterdam, Netherlands",52.3517495,4.8510694,"OK",3606.69068362225,"Hoofddorppleinbuurt","44",TRUE
"Legmeerstraat 80, Amsterdam, Netherlands","Legmeerstraat 80, Amsterdam, Netherlands",52.3517202,4.8509474,"OK",3615.0935328779,"Hoofddorppleinbuurt","44",TRUE
"Legmeerstraat 81, Amsterdam, Netherlands","Legmeerstraat 81, Amsterdam, Netherlands",52.3515574,4.8509536,"OK",3626.72640421545,"Hoofddorppleinbuurt","44",TRUE
"Leidekkerssteeg 12, Amsterdam, Netherlands","Leidekkerssteeg 12_14_33, Amsterdam, Netherlands",52.3730404,4.8961268,"OK",355.542582347494,"Burgwallen-Oude Zijde","00",TRUE
"Leidschegracht 10, Amsterdam, Netherlands","Leidschegracht 10, Amsterdam, Netherlands",52.3674904,4.8859379,"OK",709.894113362888,"Grachtengordel-West","02",TRUE
"Leidschegracht 100, Amsterdam, Netherlands","Leidschegracht 100_102_104, Amsterdam, Netherlands",52.3657614,4.8810767,"OK",1055.86178417134,"Jordaan","06",TRUE
"Leidschegracht 115, Amsterdam, Netherlands","Leidschegracht 115, Amsterdam, Netherlands",52.3651526,4.8805627,"OK",1130.55785501868,"Weteringschans","07",TRUE
"Leidschegracht 12, Amsterdam, Netherlands","Leidschegracht 12, Amsterdam, Netherlands",52.3674832,4.8858834,"OK",712.373984082369,"Grachtengordel-West","02",TRUE
"Leidschegracht 14, Amsterdam, Netherlands","Leidschegracht 14, Amsterdam, Netherlands",52.3674262,4.8857954,"OK",720.819457530726,"Grachtengordel-West","02",TRUE
"Leidschegracht 19, Amsterdam, Netherlands","Leidschegracht 19, Amsterdam, Netherlands",52.3670035,4.8857267,"OK",764.492215450455,"Grachtengordel-West","02",TRUE
"Leidschegracht 24, Amsterdam, Netherlands","Leidschegracht 24, Amsterdam, Netherlands",52.3672955,4.8853718,"OK",747.712296785959,"Grachtengordel-West","02",TRUE
"Leidschegracht 26, Amsterdam, Netherlands","Leidschegracht 26, Amsterdam, Netherlands",52.3672393,4.8853027,"OK",755.48650765673,"Grachtengordel-West","02",TRUE
"Leidschegracht 36, Amsterdam, Netherlands","Leidschegracht 36, Amsterdam, Netherlands",52.3668194,4.8841192,"OK",837.798887959741,"Grachtengordel-West","02",TRUE
"Leidschegracht 43, Amsterdam, Netherlands","Leidschegracht 43, Amsterdam, Netherlands",52.3664304,4.8841035,"OK",874.790378790403,"Grachtengordel-West","02",TRUE
"Leidschegracht 44, Amsterdam, Netherlands","Leidschegracht 44, Amsterdam, Netherlands",52.366736,4.8837683,"OK",858.855139154294,"Grachtengordel-West","02",TRUE
"Leidschegracht 45, Amsterdam, Netherlands","Leidschegracht 45, Amsterdam, Netherlands",52.3664121,4.8840303,"OK",879.164298317425,"Grachtengordel-West","02",TRUE
"Leidschegracht 52, Amsterdam, Netherlands","Leidschegracht 52, Amsterdam, Netherlands",52.367213,4.8863704,"OK",724.122977479306,"Grachtengordel-West","02",TRUE
"Leidschegracht 53, Amsterdam, Netherlands","Leidschegracht 53, Amsterdam, Netherlands",52.3662754,4.8836121,"OK",907.353779818471,"Grachtengordel-West","02",TRUE
"Leidschegracht 58, Amsterdam, Netherlands","Leidschegracht 58, Amsterdam, Netherlands",52.3665139,4.8833475,"OK",895.505799164687,"Grachtengordel-West","02",TRUE
"Leidschegracht 60, Amsterdam, Netherlands","Leidschegracht 60_60a, Amsterdam, Netherlands",52.3664973,4.8832167,"OK",902.161036408984,"Grachtengordel-West","02",TRUE
"Leidschegracht 61, Amsterdam, Netherlands","Leidschegracht 61, Amsterdam, Netherlands",52.3661756,4.8833723,"OK",925.621350855702,"Grachtengordel-West","02",TRUE
"Leidschegracht 66, Amsterdam, Netherlands","Leidschegracht 66, Amsterdam, Netherlands",52.366449,4.8830431,"OK",913.425393014277,"Grachtengordel-West","02",TRUE
"Leidschegracht 68, Amsterdam, Netherlands","Leidschegracht 68, Amsterdam, Netherlands",52.3664401,4.8830005,"OK",915.930773526314,"Grachtengordel-West","02",TRUE
"Leidschegracht 74, Amsterdam, Netherlands","Leidschegracht 74, Amsterdam, Netherlands",52.3661342,4.8820726,"OK",981.118048097902,"Jordaan","06",TRUE
"Leidschegracht 80, Amsterdam, Netherlands","Leidschegracht 80, Amsterdam, Netherlands",52.3660678,4.8817827,"OK",999.125519995911,"Jordaan","06",TRUE
"Leidschegracht 84a, Amsterdam, Netherlands","Leidschegracht 84a, Amsterdam, Netherlands",52.3659886,4.8816544,"OK",1011.46293251885,"Jordaan","06",TRUE
"Leidschegracht 94, Amsterdam, Netherlands","Leidschegracht 94, Amsterdam, Netherlands",52.3658431,4.8812692,"OK",1040.52668938715,"Jordaan","06",TRUE
"Leidschegracht 96, Amsterdam, Netherlands","Leidschegracht 96_98, Amsterdam, Netherlands",52.3658548,4.8811356,"OK",1045.28708920408,"Jordaan","06",TRUE
"Leidschegracht 98, Amsterdam, Netherlands","Leidschegracht 98, Amsterdam, Netherlands",52.3658199,4.881097,"OK",1049.955872977,"Jordaan","06",TRUE
"Leidsekade 101, Amsterdam, Netherlands","Leidsekade 101, Amsterdam, Netherlands",52.3630587,4.8819774,"OK",1271.99746422897,"Weteringschans","07",TRUE
"Leidsekade 103, Amsterdam, Netherlands","Leidsekade 103_104, Amsterdam, Netherlands",52.3629401,4.8820732,"OK",1280.52480336084,"Weteringschans","07",TRUE
"Leidsekade 105, Amsterdam, Netherlands","Leidsekade 105, Amsterdam, Netherlands",52.3629162,4.8819852,"OK",1285.69533920252,"Weteringschans","07",TRUE
"Leidsekade 54, Amsterdam, Netherlands","Leidsekade 54, Amsterdam, Netherlands",52.3661489,4.8790608,"OK",1117.59377140005,"Jordaan","06",TRUE
"Leidsekade 57, Amsterdam, Netherlands","Leidsekade 57, Amsterdam, Netherlands",52.3659623,4.8790054,"OK",1134.75373135987,"Jordaan","06",TRUE
"Leidsekade 58, Amsterdam, Netherlands","Leidsekade 58, Amsterdam, Netherlands",52.3659108,4.8790554,"OK",1136.34972196823,"Jordaan","06",TRUE
"Leidsekade 59, Amsterdam, Netherlands","Leidsekade 59, Amsterdam, Netherlands",52.3658575,4.8791026,"OK",1138.25901965709,"Jordaan","06",TRUE
"Leidsekade 62, Amsterdam, Netherlands","Leidsekade 62, Amsterdam, Netherlands",52.3657049,4.879223,"OK",1144.62537314585,"Jordaan","06",TRUE
"Leidsekade 63, Amsterdam, Netherlands","Leidsekade 63, Amsterdam, Netherlands",52.36565,4.8792619,"OK",1147.19085894677,"Jordaan","06",TRUE
"Leidsekade 67, Amsterdam, Netherlands","Leidsekade 67, Amsterdam, Netherlands",52.3654809,4.8794653,"OK",1151.43756352046,"Jordaan","06",TRUE
"Leidsekade 68, Amsterdam, Netherlands","Leidsekade 68, Amsterdam, Netherlands",52.3653847,4.8794023,"OK",1162.22969515543,"Jordaan","06",TRUE
"Leidsekade 69, Amsterdam, Netherlands","Leidsekade 69, Amsterdam, Netherlands",52.365335,4.8795914,"OK",1157.70586821133,"Jordaan","06",TRUE
"Leidsekade 70, Amsterdam, Netherlands","Leidsekade 70, Amsterdam, Netherlands",52.3652498,4.8798482,"OK",1153.29852569922,"Jordaan","06",TRUE
"Leidsekade 71, Amsterdam, Netherlands","Leidsekade 71, Amsterdam, Netherlands",52.3652741,4.8799157,"OK",1148.24933331286,"Jordaan","06",TRUE
"Leidsekade 73, Amsterdam, Netherlands","Leidsekade 73, Amsterdam, Netherlands",52.3650115,4.8801555,"OK",1160.18343048869,"Weteringschans","07",TRUE
"Leidsekade 77, Amsterdam, Netherlands","Leidsekade 77, Amsterdam, Netherlands",52.3648574,4.8798636,"OK",1186.04247921599,"Weteringschans","07",TRUE
"Leidsekade 78, Amsterdam, Netherlands","Leidsekade 78_79_80, Amsterdam, Netherlands",52.3648032,4.8797908,"OK",1193.85051805722,"Weteringschans","07",TRUE
"Leidsekruisstraat 10, Amsterdam, Netherlands","Leidsekruisstraat 10, Amsterdam, Netherlands",52.3638403,4.8852537,"OK",1099.7951548626,"Weteringschans","07",TRUE
"Leidsekruisstraat 12, Amsterdam, Netherlands","Leidsekruisstraat 12, Amsterdam, Netherlands",52.363784,4.885264,"OK",1105.42145640347,"Weteringschans","07",TRUE
"Leidsekruisstraat 14, Amsterdam, Netherlands","Leidsekruisstraat 14, Amsterdam, Netherlands",52.3637658,4.8852201,"OK",1108.36201719954,"Weteringschans","07",TRUE
"Leidsekruisstraat 15, Amsterdam, Netherlands","Leidsekruisstraat 15, Amsterdam, Netherlands",52.3635092,4.8851254,"OK",1137.37594419768,"Weteringschans","07",TRUE
"Leidsekruisstraat 24, Amsterdam, Netherlands","Leidsekruisstraat 24_26, Amsterdam, Netherlands",52.3635676,4.8847906,"OK",1139.42068489824,"Weteringschans","07",TRUE
"Leidsekruisstraat 30, Amsterdam, Netherlands","Leidsekruisstraat 30, Amsterdam, Netherlands",52.3634891,4.8846729,"OK",1150.49022642984,"Weteringschans","07",TRUE
"Leidsekruisstraat 32, Amsterdam, Netherlands","Leidsekruisstraat 32_33, Amsterdam, Netherlands",52.3634608,4.8846031,"OK",1155.17635126823,"Weteringschans","07",TRUE
"Leidsekruisstraat 43, Amsterdam, Netherlands","Leidsekruisstraat 43, Amsterdam, Netherlands",52.3631234,4.8844632,"OK",1193.5837929837,"Weteringschans","07",TRUE
"Leidsekruisstraat 6, Amsterdam, Netherlands","Leidsekruisstraat 6, Amsterdam, Netherlands",52.3638669,4.8853993,"OK",1093.58137696023,"Weteringschans","07",TRUE
"Leidsekruisstraat 7, Amsterdam, Netherlands","Leidsekruisstraat 7_9, Amsterdam, Netherlands",52.3637142,4.8855297,"OK",1106.58581941201,"Weteringschans","07",TRUE
"Leidseplein 19, Amsterdam, Netherlands","Leidseplein 19_21, Amsterdam, Netherlands",52.3639297,4.883209,"OK",1147.08613475053,"Weteringschans","07",TRUE
"Leidseplein 20, Amsterdam, Netherlands","Leidseplein 20, Amsterdam, Netherlands",52.3644799,4.882337,"OK",1122.6936970397,"Weteringschans","07",TRUE
"Leidseplein 4, Amsterdam, Netherlands","Leidseplein 4, Amsterdam, Netherlands",52.364609,4.8830423,"OK",1085.96337601943,"Weteringschans","07",TRUE
"Leidseplein 5, Amsterdam, Netherlands","Leidseplein 5_7_9, Amsterdam, Netherlands",52.3642219,4.8835658,"OK",1107.07843882677,"Weteringschans","07",TRUE
"Leidseplein 8, Amsterdam, Netherlands","Leidseplein 8, Amsterdam, Netherlands",52.3646544,4.8828316,"OK",1088.75112235453,"Weteringschans","07",TRUE
"Leidsestraat 112, Amsterdam, Netherlands","Leidsestraat 112, Amsterdam, Netherlands",52.3645325,4.883169,"OK",1089.17421243967,"Weteringschans","07",TRUE
"Leidsestraat 2, Amsterdam, Netherlands","Leidsestraat 2, Amsterdam, Netherlands",52.3667324,4.8877977,"OK",739.344886553961,"Grachtengordel-West","02",TRUE
"Leidsestraat 30, Amsterdam, Netherlands","Leidsestraat 30, Amsterdam, Netherlands",52.3664136,4.8870316,"OK",789.285621250297,"Grachtengordel-West","02",TRUE
"Leidsestraat 32, Amsterdam, Netherlands","Leidsestraat 32_34_36, Amsterdam, Netherlands",52.3663677,4.8868807,"OK",797.576315712263,"Grachtengordel-West","02",TRUE
"Leidsestraat 41, Amsterdam, Netherlands","Leidsestraat 41, Amsterdam, Netherlands",52.365619,4.886087,"OK",894.670286518118,"Grachtengordel-Zuid","03",TRUE
"Leidsestraat 43, Amsterdam, Netherlands","Leidsestraat 43, Amsterdam, Netherlands",52.3656015,4.886006,"OK",898.517157061675,"Grachtengordel-Zuid","03",TRUE
"Leidsestraat 44, Amsterdam, Netherlands","Leidsestraat 44, Amsterdam, Netherlands",52.3658169,4.8858366,"OK",880.769247453867,"Grachtengordel-West","02",TRUE
"Leidsestraat 47, Amsterdam, Netherlands","Leidsestraat 47, Amsterdam, Netherlands",52.3655633,4.8859214,"OK",904.612332329579,"Grachtengordel-Zuid","03",TRUE
"Leidsestraat 48, Amsterdam, Netherlands","Leidsestraat 48, Amsterdam, Netherlands",52.3657591,4.8857226,"OK",889.742577428147,"Grachtengordel-West","02",TRUE
"Leidsestraat 56, Amsterdam, Netherlands","Leidsestraat 56, Amsterdam, Netherlands",52.3656445,4.8854689,"OK",908.369814835479,"Grachtengordel-West","02",TRUE
"Leidsestraat 57, Amsterdam, Netherlands","Leidsestraat 57, Amsterdam, Netherlands",52.3654726,4.8855941,"OK",922.489953965776,"Grachtengordel-Zuid","03",TRUE
"Leidsestraat 58, Amsterdam, Netherlands","Leidsestraat 58, Amsterdam, Netherlands",52.3656086,4.8854561,"OK",912.37329870521,"Grachtengordel-West","02",TRUE
"Leidsestraat 6, Amsterdam, Netherlands","Leidsestraat 6, Amsterdam, Netherlands",52.3666809,4.8876235,"OK",748.297365632417,"Grachtengordel-West","02",TRUE
"Leidsestraat 60, Amsterdam, Netherlands","Leidsestraat 60_62, Amsterdam, Netherlands",52.3655846,52.3655846,"OK",3174375.60661389,NA,NA,TRUE
"Leidsestraat 60, Amsterdam, Netherlands","Leidsestraat 60_62, Amsterdam, Netherlands",4.8854064,4.8854064,"OK",5264645.15372279,NA,NA,TRUE
"Leidsestraat 60, Amsterdam, Netherlands","Leidsestraat 60_62, Amsterdam, Netherlands",52.3655846,52.3655846,"OK",3174375.60661389,NA,NA,TRUE
"Leidsestraat 60, Amsterdam, Netherlands","Leidsestraat 60_62, Amsterdam, Netherlands",4.8854064,4.8854064,"OK",5264645.15372279,NA,NA,TRUE
"Leidsestraat 60, Amsterdam, Netherlands","Leidsestraat 60, Amsterdam, Netherlands",52.3655846,52.3655846,"OK",3174375.60661389,NA,NA,TRUE
"Leidsestraat 60, Amsterdam, Netherlands","Leidsestraat 60, Amsterdam, Netherlands",4.8854064,4.8854064,"OK",5264645.15372279,NA,NA,TRUE
"Leidsestraat 60, Amsterdam, Netherlands","Leidsestraat 60, Amsterdam, Netherlands",52.3655846,52.3655846,"OK",3174375.60661389,NA,NA,TRUE
"Leidsestraat 60, Amsterdam, Netherlands","Leidsestraat 60, Amsterdam, Netherlands",4.8854064,4.8854064,"OK",5264645.15372279,NA,NA,TRUE
"Leidsestraat 62, Amsterdam, Netherlands","Leidsestraat 62, Amsterdam, Netherlands",52.365566,4.8853513,"OK",919.619640803489,"Grachtengordel-West","02",TRUE
"Leidsestraat 63, Amsterdam, Netherlands","Leidsestraat 63, Amsterdam, Netherlands",52.365296,4.8853295,"OK",947.67755910229,"Grachtengordel-Zuid","03",TRUE
"Leidsestraat 76, Amsterdam, Netherlands","Leidsestraat 76, Amsterdam, Netherlands",52.3653265,4.8847923,"OK",959.870330811892,"Grachtengordel-West","02",TRUE
"Leidsestraat 79, Amsterdam, Netherlands","Leidsestraat 79, Amsterdam, Netherlands",52.3650637,4.8848993,"OK",983.2436760242,"Grachtengordel-Zuid","03",TRUE
"Leidsestraat 92, Amsterdam, Netherlands","Leidsestraat 92, Amsterdam, Netherlands",52.364798,4.883763,"OK",1043.95468298947,"Weteringschans","07",TRUE
"Leidsestraat 96, Amsterdam, Netherlands","Leidsestraat 96_5_7, Amsterdam, Netherlands",52.3647458,4.883608,"OK",1054.03558800934,"Weteringschans","07",TRUE
"Leidsestraat 98, Amsterdam, Netherlands","Leidsestraat 98_102_72, Amsterdam, Netherlands",52.3646522,4.8834629,"OK",1067.88810410725,"Weteringschans","07",TRUE
"Leimuidenstraat 1, Amsterdam, Netherlands","Leimuidenstraat 1, Amsterdam, Netherlands",52.3508535,4.8506057,"OK",3696.54627837436,"Hoofddorppleinbuurt","44",TRUE
"Leimuidenstraat 11, Amsterdam, Netherlands","Leimuidenstraat 11, Amsterdam, Netherlands",52.350588,4.8506802,"OK",3712.6521632384,"Hoofddorppleinbuurt","44",TRUE
"Leimuidenstraat 2, Amsterdam, Netherlands","Leimuidenstraat 2, Amsterdam, Netherlands",52.3508384,4.8503704,"OK",3709.5889079419,"Hoofddorppleinbuurt","44",TRUE
"Leimuidenstraat 3, Amsterdam, Netherlands","Leimuidenstraat 3, Amsterdam, Netherlands",52.3507893,4.8506705,"OK",3698.06202314398,"Hoofddorppleinbuurt","44",TRUE
"Leimuidenstraat 4, Amsterdam, Netherlands","Leimuidenstraat 4, Amsterdam, Netherlands",52.3507681,4.8502804,"OK",3719.37824258877,"Hoofddorppleinbuurt","44",TRUE
"Leimuidenstraat 5, Amsterdam, Netherlands","Leimuidenstraat 5, Amsterdam, Netherlands",52.3507354,4.8506731,"OK",3701.96087436588,"Hoofddorppleinbuurt","44",TRUE
"Leimuidenstraat 6, Amsterdam, Netherlands","Leimuidenstraat 6, Amsterdam, Netherlands",52.3507324,4.8502795,"OK",3722.07969923088,"Hoofddorppleinbuurt","44",TRUE
"Leimuidenstraat 7, Amsterdam, Netherlands","Leimuidenstraat 7, Amsterdam, Netherlands",52.3506905,4.8506753,"OK",3705.21127745326,"Hoofddorppleinbuurt","44",TRUE
"Leimuidenstraat 8, Amsterdam, Netherlands","Leimuidenstraat 8, Amsterdam, Netherlands",52.3506697,4.8502825,"OK",3726.59804495236,"Hoofddorppleinbuurt","44",TRUE
"Leimuidenstraat 9, Amsterdam, Netherlands","Leimuidenstraat 9, Amsterdam, Netherlands",52.3506908,4.8506249,"OK",3707.72918867731,"Hoofddorppleinbuurt","44",TRUE
"Lekstraat 126, Amsterdam, Netherlands","Lekstraat 126_128, Amsterdam, Netherlands",52.3446882,4.9032956,"OK",3272.0330691323,"Scheldebuurt","52",TRUE
"Lekstraat 142, Amsterdam, Netherlands","Lekstraat 142_144, Amsterdam, Netherlands",52.3445246,4.9028572,"OK",3282.08940173479,"Scheldebuurt","52",TRUE
"Lekstraat 146, Amsterdam, Netherlands","Lekstraat 146_148, Amsterdam, Netherlands",52.3444969,4.9027925,"OK",3283.98590875571,"Scheldebuurt","52",TRUE
"Lekstraat 2, Amsterdam, Netherlands","Lekstraat 2_4, Amsterdam, Netherlands",52.3455185,4.9085697,"OK",3296.38770122231,"Rijnbuurt","54",TRUE
"Lekstraat 24, Amsterdam, Netherlands","Lekstraat 24_36, Amsterdam, Netherlands",52.3454139,4.9076963,"OK",3286.04543626298,"Rijnbuurt","54",TRUE
"Lekstraat 38, Amsterdam, Netherlands","Lekstraat 38_40, Amsterdam, Netherlands",52.3453225,4.906961,"OK",3278.53288760458,"Rijnbuurt","54",TRUE
"Lekstraat 42, Amsterdam, Netherlands","Lekstraat 42_44, Amsterdam, Netherlands",52.3452979,4.906913,"OK",3280.02507647558,"Rijnbuurt","54",TRUE
"Lekstraat 54, Amsterdam, Netherlands","Lekstraat 54_56_87_89, Amsterdam, Netherlands",52.3451817,52.3451817,"OK",3173810.80020259,NA,NA,TRUE
"Lekstraat 54, Amsterdam, Netherlands","Lekstraat 54_56_87_89, Amsterdam, Netherlands",52.3451817,52.3451817,"OK",3173810.80020259,NA,NA,TRUE
"Lekstraat 54, Amsterdam, Netherlands","Lekstraat 54_56_87_89, Amsterdam, Netherlands",4.9061432,4.9061432,"OK",5262352.19217872,NA,NA,TRUE
"Lekstraat 54, Amsterdam, Netherlands","Lekstraat 54_56_87_89, Amsterdam, Netherlands",4.9061432,4.9061432,"OK",5262352.19217872,NA,NA,TRUE
"Lekstraat 54, Amsterdam, Netherlands","Lekstraat 54_56_87_91, Amsterdam, Netherlands",52.3451817,52.3451817,"OK",3173810.80020259,NA,NA,TRUE
"Lekstraat 54, Amsterdam, Netherlands","Lekstraat 54_56_87_91, Amsterdam, Netherlands",52.3451817,52.3451817,"OK",3173810.80020259,NA,NA,TRUE
"Lekstraat 54, Amsterdam, Netherlands","Lekstraat 54_56_87_91, Amsterdam, Netherlands",4.9061432,4.9061432,"OK",5262352.19217872,NA,NA,TRUE
"Lekstraat 54, Amsterdam, Netherlands","Lekstraat 54_56_87_91, Amsterdam, Netherlands",4.9061432,4.9061432,"OK",5262352.19217872,NA,NA,TRUE
"Lekstraat 58, Amsterdam, Netherlands","Lekstraat 58_60, Amsterdam, Netherlands",52.345095,4.9054087,"OK",3268.90893276723,"Scheldebuurt","52",TRUE
